file,split,per_occ,detections,img_w,img_h,animals,aeroplane,bicycle,bird,boat,bottle,bus,car,cat,chair,cow,diningtable,dog,horse,motorbike,person,pottedplant,sheep,sofa,train,tvmonitor
2008_000090,val,0.1551951951951952,7,500,333,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
2008_000107,val,0.22777294685990337,1,414,500,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2008_000115,val,0.79372,2,500,400,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2008_000116,val,0.165915,1,500,400,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2008_000119,val,0.32318424728244366,1,264,499,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2008_000120,val,0.37795180722891564,1,500,332,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_000123,val,0.03443843843843844,1,500,333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_000133,val,0.6898090185676392,2,500,377,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_000134,val,0.017952,2,375,500,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_000138,val,0.13203004291845494,6,500,466,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0
2008_000140,val,0.063488,3,375,500,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_000145,val,0.4225,2,500,400,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008_000149,val,0.22161904761904763,2,500,357,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2008_000163,val,0.6038498498498498,1,500,333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_000174,val,0.055712,6,500,375,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_000177,val,0.570218818380744,1,457,500,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2008_000182,val,0.03381021897810219,1,411,500,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2008_000183,val,0.4799767441860465,1,258,500,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2008_000190,val,0.020698666666666667,1,500,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2008_000194,val,0.03993066666666667,2,500,375,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_000195,val,0.16298498498498498,5,500,333,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
2008_000203,val,0.125365,4,500,400,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0
2008_000204,val,0.012899230426475141,2,303,437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2008_000213,val,0.4023963963963964,1,500,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_000215,val,0.4654453333333333,3,500,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
2008_000219,val,0.049210666666666666,2,500,375,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2008_000222,val,0.6833055555555556,2,500,360,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2008_000223,val,0.06109090909090909,1,500,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_000233,val,0.1988525157743752,1,461,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_000234,val,0.6018933333333333,3,500,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
2008_000239,val,0.12181981981981982,1,500,333,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2008_000243,val,0.4179101796407186,2,500,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2008_000244,val,0.7029546666666666,1,500,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008_000246,val,0.4580266666666667,4,500,375,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0
2008_000251,val,0.30541666666666667,4,500,336,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_000253,val,0.007029585798816568,1,338,500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_000254,val,0.016816568047337277,6,338,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
2008_000257,val,0.01274251497005988,5,334,500,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
2008_000261,val,0.20826133333333333,1,500,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_000264,val,0.5533093093093093,1,333,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_000268,val,0.5943892215568862,3,500,334,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0
2008_000270,val,0.6321317365269461,4,500,334,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0
2008_000271,val,0.210144,1,500,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_000272,val,0.005189333333333333,1,500,375,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_000274,val,0.10552552552552552,9,500,333,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0
2008_000277,val,0.6711413333333334,5,500,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
2008_000278,val,0.45311466666666667,3,500,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
2008_000281,val,0.020175824175824177,3,500,455,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_000298,val,0.2737540106951872,2,500,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2008_000304,val,0.272496,5,500,375,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_000305,val,0.201456,4,500,375,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1
2008_000306,val,0.2629493333333333,1,375,500,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2008_000307,val,0.20963733333333334,6,500,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
2008_000321,val,0.37567466666666666,7,500,375,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,0,1,0,0
2008_000328,val,0.1545945945945946,2,333,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2008_000339,val,0.030512048192771084,3,332,500,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_000340,val,0.6033093093093093,1,333,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_000345,val,0.2238328530259366,1,500,347,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2008_000354,val,0.4955795795795796,2,500,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2008_000358,val,0.25508387096774193,1,500,310,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2008_000359,val,0.7307146666666666,2,500,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2008_000367,val,0.7041960784313726,2,500,357,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_000373,val,0.7124495114006515,1,500,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2008_000376,val,0.483033033033033,2,500,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2008_000378,val,0.11711711711711711,1,500,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008_000381,val,0.3669129129129129,4,333,500,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0
2008_000382,val,0.5682168674698795,1,332,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_000383,val,0.5763253333333334,7,500,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1
2008_000391,val,0.26332266666666665,5,500,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
2008_000398,val,0.609793319520946,3,257,385,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2008_000401,val,0.37828266666666666,1,500,375,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2008_000403,val,0.01674331550802139,2,374,500,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2008_000406,val,0.28823466666666664,1,500,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_000407,val,0.327232,2,375,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2008_000408,val,0.23459733333333332,7,500,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
2008_000413,val,0.85984,1,375,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_000414,val,0.3350299401197605,1,500,334,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_000418,val,0.113648,4,500,375,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0
2008_000419,val,0.7617333333333334,2,500,375,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2008_000423,val,0.458896,3,500,375,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2008_000424,val,0.5873706666666667,9,375,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
2008_000446,val,0.4644762763364386,3,335,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
2008_000452,val,0.277168,5,500,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
2008_000457,val,0.013963963963963964,3,333,500,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_000464,val,0.23128533333333334,1,500,375,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2008_000465,val,0.30723123123123125,5,500,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0
2008_000466,val,0.22390933333333332,2,500,375,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_000469,val,0.017059171597633135,3,500,338,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2008_000472,val,0.005513513513513513,1,500,333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_000473,val,0.28679466666666664,6,375,500,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0
2008_000474,val,0.08808,1,500,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_000475,val,0.3415855855855856,3,333,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
2008_000481,val,0.3385493333333333,1,500,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_000489,val,0.256544,3,500,375,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0
2008_000492,val,0.8939466666666667,3,500,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
2008_000496,val,0.714688,1,375,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_000498,val,0.081552,3,500,375,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2008_000501,val,0.06855466666666667,1,500,375,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_000510,val,0.08377777777777778,1,500,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_000511,val,0.43556266666666665,2,500,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2008_000516,val,0.18732266666666667,2,500,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2008_000519,val,0.09183612140639086,1,447,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_000522,val,0.5519716851981702,2,447,335,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_000532,val,0.21776082474226804,1,500,485,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_000533,val,0.07824089635854342,1,500,357,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_000535,val,0.18651651651651652,3,500,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
2008_000536,val,0.6445502183406113,1,500,458,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2008_000541,val,0.40203733333333336,5,500,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0
2008_000547,val,0.084144,4,500,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
2008_000553,val,0.7771622276029055,3,413,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
2008_000558,val,0.017813333333333334,1,500,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_000562,val,0.203248,4,500,375,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0
2008_000564,val,0.05088533333333333,2,500,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2008_000566,val,0.10171733333333334,3,500,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2008_000568,val,0.504624,2,500,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2008_000569,val,0.227121412803532,3,453,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
2008_000573,val,0.6484204204204205,4,500,333,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0
2008_000579,val,0.47665030674846626,2,500,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2008_000581,val,0.23595733333333332,1,375,500,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2008_000589,val,0.2560780780780781,2,500,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2008_000599,val,0.3456396396396396,6,500,333,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0
2008_000602,val,0.3359630769230769,1,325,500,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2008_000605,val,0.3442613333333333,1,375,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_000609,val,0.09050746268656716,2,500,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2008_000614,val,0.27157957957957957,3,500,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
2008_000620,val,0.08729970326409496,2,500,337,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2008_000622,val,0.056298666666666664,1,500,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_000623,val,0.5480960960960961,1,333,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_000629,val,0.42538133333333333,1,375,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_000630,val,0.09447619047619048,1,273,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_000634,val,0.03390933333333333,2,500,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2008_000640,val,0.38415364583333333,2,320,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2008_000647,val,0.1530631067961165,2,500,412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2008_000652,val,0.3463761737089202,1,320,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_000656,val,0.5704622395833333,1,320,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_000657,val,0.2751573333333333,1,500,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2008_000659,val,0.002714666666666667,2,500,375,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_000660,val,0.31384976525821595,2,320,213,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2008_000661,val,0.3029813333333333,3,500,375,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0
2008_000662,val,0.18657657657657659,1,500,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_000666,val,0.061179577464788734,1,320,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_000670,val,0.11761474609375,1,384,256,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2008_000673,val,0.5587147887323943,3,320,213,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0
2008_000677,val,0.2945546666666667,6,500,375,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
2008_000690,val,0.770384,3,375,500,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
2008_000691,val,0.6606346666666667,3,375,500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2008_000695,val,0.017024,1,500,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_000697,val,0.010298666666666666,1,500,375,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_000699,val,0.028250666666666667,2,500,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2008_000700,val,0.10972266666666666,1,500,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_000705,val,0.17281066666666667,3,500,375,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_000706,val,0.1591724537037037,2,480,360,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2008_000714,val,0.613296,4,500,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
2008_000725,val,0.06356024096385542,2,500,332,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_000727,val,0.5659037558685446,3,320,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
2008_000731,val,0.17116343896713615,1,320,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_000734,val,0.5707193654266959,2,320,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2008_000737,val,0.40945172991071427,1,320,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_000740,val,0.45895833333333336,1,320,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_000745,val,0.2924674479166667,1,320,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_000748,val,0.7017382413087935,2,489,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2008_000765,val,0.10177540106951871,1,374,500,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2008_000769,val,0.301984,1,500,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_000776,val,0.2113213213213213,8,500,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
2008_000780,val,0.30789333333333335,2,500,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2008_000782,val,0.3386366366366366,1,333,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008_000783,val,0.11224024024024024,2,500,333,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2008_000788,val,0.4523592814371257,1,334,500,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2008_000793,val,0.5266042296072507,1,500,331,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2008_000795,val,0.5756626506024096,7,500,332,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
2008_000796,val,0.664432,1,500,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_000803,val,0.3307772925764192,13,500,229,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0
2008_000804,val,0.090896,1,500,375,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_000805,val,0.167968,1,500,375,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_000806,val,0.18578666666666666,2,500,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2008_000811,val,0.39893866666666666,4,500,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
2008_000817,val,0.046894894894894894,4,500,333,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0
2008_000825,val,0.33732753623188405,1,345,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_000828,val,0.9247146666666667,2,500,375,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_000834,val,0.12016816816816817,3,500,333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2008_000835,val,0.6533493333333333,20,500,375,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,11,0,0,0,0,0
2008_000837,val,0.536722211820508,3,327,490,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0
2008_000839,val,0.5398585858585858,1,495,500,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2008_000848,val,0.012156156156156157,1,500,333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_000853,val,0.01848,1,375,500,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2008_000857,val,0.10557333333333334,2,500,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2008_000858,val,0.3731740412979351,2,500,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2008_000863,val,0.0988095238095238,1,500,336,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2008_000864,val,0.17445866666666668,2,500,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2008_000868,val,0.05330666666666667,13,375,500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,0,0,0,0,0
2008_000876,val,0.597552,1,500,375,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2008_000878,val,0.07794722955145118,2,500,379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2008_000880,val,0.232990990990991,11,500,333,3,0,0,0,0,0,0,2,0,0,0,0,0,3,0,6,0,0,0,0,0
2008_000884,val,0.15270676691729324,2,500,266,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_000885,val,0.4455276073619632,5,500,326,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0
2008_000897,val,0.017674285714285715,1,350,500,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2008_000904,val,0.5632625,8,500,320,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,3,0,0,0,0,1
2008_000910,val,0.21596266666666666,2,500,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2008_000911,val,0.06845989304812834,1,374,500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_000916,val,0.28565866666666667,7,500,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,0
2008_000917,val,0.216105,1,500,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_000919,val,0.4134933333333333,1,500,375,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2008_000922,val,0.4754506666666667,4,500,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
2008_000931,val,0.340875,2,500,336,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2008_000936,val,0.7505359110487829,2,335,447,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2008_000939,val,0.4209173333333333,2,500,375,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_000940,val,0.267232,1,500,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_000942,val,0.17890133333333333,3,375,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
2008_000943,val,0.32632,1,375,500,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2008_000950,val,0.6058506666666666,2,500,375,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2008_000952,val,0.27781333333333336,6,500,375,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_000956,val,0.7236689342403628,3,500,441,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0
2008_000957,val,0.26794666666666667,1,500,375,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_000960,val,0.1826006006006006,3,333,500,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2008_000964,val,0.029349333333333335,3,500,375,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
2008_000965,val,0.682624,2,500,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
